#,Country,TotalCases,TotalDeaths,NewDeaths,TotalRecovered,"ActiveCases
","Serious
",Tot Cases,Deaths,TotalTests,Tests,Population
1,USA,98166904.00,1084282.00,,94962112.00,2120510.00,2970.00,293206.00,3239.00,1118158870.00,3339729.00,334805269.00
2,India,44587307.00,528629.00,,44019095.00,39583.00,698.00,31698.00,376.00,894416853.00,635857.00,1406631776.00
3,France,35342950.00,155078.00,,34527115.00,660757.00,869.00,538892.00,2365.00,271490188.00,4139547.00,65584518.00
4,Brazil,34706757.00,686027.00,,33838636.00,182094.00,8318.00,161162.00,3186.00,63776166.00,296146.00,215353593.00
5,Germany,33312373.00,149948.00,,32315200.00,847225.00,1406.00,397126.00,1788.00,122332384.00,1458359.00,83883596.00
6,S. Korea,24769101.00,28406.00,42.00,24013461.00,727234.00,352.00,482547.00,553.00,15804065.00,307892.00,51329899.00
7,UK,23621952.00,189919.00,,23347871.00,84162.00,146.00,344857.00,2773.00,522526476.00,7628357.00,68497907.00
8,Italy,22432803.00,177054.00,,21779604.00,476145.00,141.00,372250.00,2938.00,246636495.00,4092684.00,60262770.00
9,Japan,21229216.00,44678.00,,20380089.00,804449.00,204.00,169043.00,356.00,76201407.00,606772.00,125584838.00
10,Russia,20948470.00,387163.00,,19979763.00,581544.00,2300.00,143674.00,2655.00,273400000.00,1875095.00,145805947.00
11,Turkey,16873793.00,101139.00,,16754301.00,18353.00,975.00,197211.00,1182.00,162743369.00,1902052.00,85561976.00
12,Spain,13412263.00,114084.00,,13218892.00,79287.00,339.00,287083.00,2442.00,471036328.00,10082298.00,46719142.00
13,Vietnam,11477886.00,43148.00,,10590917.00,843821.00,106.00,115993.00,436.00,85826548.00,867342.00,98953541.00
14,Australia,10209239.00,14984.00,,10133494.00,60761.00,49.00,391627.00,575.00,78835048.00,3024116.00,26068792.00
15,Argentina,9708420.00,129897.00,,9563348.00,15175.00,294.00,211006.00,2823.00,35716069.00,776264.00,46010234.00
